ManufacturerName,CountryName,Date,TotalVaccinations
Moderna,Switzerland,2022-05-31,9801386
Pfizer/BioNTech,Switzerland,2022-05-31,5848157
Johnson&Johnson,Switzerland,2022-06-01,60962
Moderna,Switzerland,2022-06-01,9802220
Pfizer/BioNTech,Switzerland,2022-06-01,5849693
Johnson&Johnson,Switzerland,2022-06-02,60977
Moderna,Switzerland,2022-06-02,9802761
Pfizer/BioNTech,Switzerland,2022-06-02,5850235
Johnson&Johnson,Switzerland,2022-06-03,60989
Moderna,Switzerland,2022-06-03,9803713
Pfizer/BioNTech,Switzerland,2022-06-03,5851383
Johnson&Johnson,Switzerland,2022-06-04,61000
Moderna,Switzerland,2022-06-04,9803942
Pfizer/BioNTech,Switzerland,2022-06-04,5851902
Moderna,Switzerland,2022-06-05,9803951
Pfizer/BioNTech,Switzerland,2022-06-05,5851907
Johnson&Johnson,Switzerland,2022-06-06,61002
Moderna,Switzerland,2022-06-06,9804069
Pfizer/BioNTech,Switzerland,2022-06-06,5851999
Johnson&Johnson,Switzerland,2022-06-07,61012
Moderna,Switzerland,2022-06-07,9804698
Pfizer/BioNTech,Switzerland,2022-06-07,5852653
Johnson&Johnson,Switzerland,2022-06-08,61054
Moderna,Switzerland,2022-06-08,9805601
Pfizer/BioNTech,Switzerland,2022-06-08,5854502
Johnson&Johnson,Switzerland,2022-06-09,61067
Moderna,Switzerland,2022-06-09,9806058
Pfizer/BioNTech,Switzerland,2022-06-09,5855155
Johnson&Johnson,Switzerland,2022-06-10,61081
Moderna,Switzerland,2022-06-10,9806928
Pfizer/BioNTech,Switzerland,2022-06-10,5856369
Johnson&Johnson,Switzerland,2022-06-11,61083
Moderna,Switzerland,2022-06-11,9807322
Pfizer/BioNTech,Switzerland,2022-06-11,5856946
Moderna,Switzerland,2022-06-12,9807323
Johnson&Johnson,Switzerland,2022-06-13,61110
Moderna,Switzerland,2022-06-13,9807845
Pfizer/BioNTech,Switzerland,2022-06-13,5857821
Johnson&Johnson,Switzerland,2022-06-14,61118
Moderna,Switzerland,2022-06-14,9808442
Pfizer/BioNTech,Switzerland,2022-06-14,5858476
Johnson&Johnson,Switzerland,2022-06-15,61157
Moderna,Switzerland,2022-06-15,9809461
Pfizer/BioNTech,Switzerland,2022-06-15,5860439
Johnson&Johnson,Switzerland,2022-06-16,61174
Moderna,Switzerland,2022-06-16,9809997
Pfizer/BioNTech,Switzerland,2022-06-16,5861061
Johnson&Johnson,Switzerland,2022-06-17,61200
Moderna,Switzerland,2022-06-17,9810975
Pfizer/BioNTech,Switzerland,2022-06-17,5862331
Johnson&Johnson,Switzerland,2022-06-18,61209
Moderna,Switzerland,2022-06-18,9811165
Pfizer/BioNTech,Switzerland,2022-06-18,5862773
Johnson&Johnson,Switzerland,2022-06-20,61228
Moderna,Switzerland,2022-06-20,9811717
Pfizer/BioNTech,Switzerland,2022-06-20,5863625
Johnson&Johnson,Switzerland,2022-06-21,61236
Moderna,Switzerland,2022-06-21,9812423
Pfizer/BioNTech,Switzerland,2022-06-21,5864427
Johnson&Johnson,Switzerland,2022-06-22,61289
Moderna,Switzerland,2022-06-22,9813664
Pfizer/BioNTech,Switzerland,2022-06-22,5866672
Johnson&Johnson,Switzerland,2022-06-23,61300
Moderna,Switzerland,2022-06-23,9814324
Pfizer/BioNTech,Switzerland,2022-06-23,5867480
Johnson&Johnson,Switzerland,2022-06-24,61320
Moderna,Switzerland,2022-06-24,9815373
Pfizer/BioNTech,Switzerland,2022-06-24,5868788
Johnson&Johnson,Switzerland,2022-06-25,61324
Moderna,Switzerland,2022-06-25,9815856
Pfizer/BioNTech,Switzerland,2022-06-25,5869395
Moderna,Switzerland,2022-06-26,9815857
Johnson&Johnson,Switzerland,2022-06-27,61344
Moderna,Switzerland,2022-06-27,9816407
Pfizer/BioNTech,Switzerland,2022-06-27,5870363
Johnson&Johnson,Switzerland,2022-06-28,61357
Moderna,Switzerland,2022-06-28,9817084
Pfizer/BioNTech,Switzerland,2022-06-28,5871268
Johnson&Johnson,Switzerland,2022-06-29,61401
Moderna,Switzerland,2022-06-29,9818523
Pfizer/BioNTech,Switzerland,2022-06-29,5873537
Johnson&Johnson,Switzerland,2022-06-30,61416
Moderna,Switzerland,2022-06-30,9819348
Pfizer/BioNTech,Switzerland,2022-06-30,5874508
Johnson&Johnson,Switzerland,2022-07-01,61442
Moderna,Switzerland,2022-07-01,9820547
Pfizer/BioNTech,Switzerland,2022-07-01,5876097
Johnson&Johnson,Switzerland,2022-07-02,61452
Moderna,Switzerland,2022-07-02,9820968
Pfizer/BioNTech,Switzerland,2022-07-02,5876885
Johnson&Johnson,Switzerland,2022-07-04,61471
Moderna,Switzerland,2022-07-04,9821632
Pfizer/BioNTech,Switzerland,2022-07-04,5877905
Johnson&Johnson,Switzerland,2022-07-05,61489
Moderna,Switzerland,2022-07-05,9822641
Pfizer/BioNTech,Switzerland,2022-07-05,5879094
Johnson&Johnson,Switzerland,2022-07-06,61531
Moderna,Switzerland,2022-07-06,9824518
Pfizer/BioNTech,Switzerland,2022-07-06,5882011
Johnson&Johnson,Switzerland,2022-07-07,61553
Moderna,Switzerland,2022-07-07,9826121
Pfizer/BioNTech,Switzerland,2022-07-07,5883793
Johnson&Johnson,Switzerland,2022-07-08,61579
Moderna,Switzerland,2022-07-08,9828364
Pfizer/BioNTech,Switzerland,2022-07-08,5886549
Johnson&Johnson,Switzerland,2022-07-09,61581
Moderna,Switzerland,2022-07-09,9829110
Pfizer/BioNTech,Switzerland,2022-07-09,5887320
Moderna,Switzerland,2022-07-10,9829136
Johnson&Johnson,Switzerland,2022-07-11,61602
Moderna,Switzerland,2022-07-11,9830889
Pfizer/BioNTech,Switzerland,2022-07-11,5889194
Johnson&Johnson,Switzerland,2022-07-12,61619
Moderna,Switzerland,2022-07-12,9832774
Pfizer/BioNTech,Switzerland,2022-07-12,5891541
Johnson&Johnson,Switzerland,2022-07-13,61658
Moderna,Switzerland,2022-07-13,9836330
Pfizer/BioNTech,Switzerland,2022-07-13,5896093
Johnson&Johnson,Switzerland,2022-07-14,61682
Moderna,Switzerland,2022-07-14,9839155
Pfizer/BioNTech,Switzerland,2022-07-14,5899376
Johnson&Johnson,Switzerland,2022-07-15,61706
Moderna,Switzerland,2022-07-15,9842504
Pfizer/BioNTech,Switzerland,2022-07-15,5903369
Johnson&Johnson,Switzerland,2022-07-16,61720
Moderna,Switzerland,2022-07-16,9843228
Pfizer/BioNTech,Switzerland,2022-07-16,5904270
Johnson&Johnson,Switzerland,2022-07-17,61721
Moderna,Switzerland,2022-07-17,9843246
Pfizer/BioNTech,Switzerland,2022-07-17,5904431
Johnson&Johnson,Switzerland,2022-07-18,61733
Moderna,Switzerland,2022-07-18,9845247
Pfizer/BioNTech,Switzerland,2022-07-18,5907012
Johnson&Johnson,Switzerland,2022-07-19,61754
Moderna,Switzerland,2022-07-19,9848328
Pfizer/BioNTech,Switzerland,2022-07-19,5910393
Johnson&Johnson,Switzerland,2022-07-20,61798
Moderna,Switzerland,2022-07-20,9852549
Novavax,Switzerland,2022-07-20,9
Pfizer/BioNTech,Switzerland,2022-07-20,5914765
Johnson&Johnson,Switzerland,2022-07-21,61819
Moderna,Switzerland,2022-07-21,9855841
Novavax,Switzerland,2022-07-21,15
Pfizer/BioNTech,Switzerland,2022-07-21,5918267
Johnson&Johnson,Switzerland,2022-07-22,61832
Moderna,Switzerland,2022-07-22,9859455
Novavax,Switzerland,2022-07-22,35
Pfizer/BioNTech,Switzerland,2022-07-22,5921785
Moderna,Switzerland,2022-07-23,9860326
Novavax,Switzerland,2022-07-23,37
Pfizer/BioNTech,Switzerland,2022-07-23,5922314
Moderna,Switzerland,2022-07-24,9860551
Pfizer/BioNTech,Switzerland,2022-07-24,5922319
Johnson&Johnson,Switzerland,2022-07-25,61851
Moderna,Switzerland,2022-07-25,9862200
Novavax,Switzerland,2022-07-25,44
Pfizer/BioNTech,Switzerland,2022-07-25,5924987
Johnson&Johnson,Switzerland,2022-07-26,61877
Moderna,Switzerland,2022-07-26,9864820
Novavax,Switzerland,2022-07-26,50
Pfizer/BioNTech,Switzerland,2022-07-26,5928524
Johnson&Johnson,Switzerland,2022-07-27,61917
Moderna,Switzerland,2022-07-27,9868916
Novavax,Switzerland,2022-07-27,63
Pfizer/BioNTech,Switzerland,2022-07-27,5933333
Johnson&Johnson,Switzerland,2022-07-28,61930
Moderna,Switzerland,2022-07-28,9871801
Novavax,Switzerland,2022-07-28,68
Pfizer/BioNTech,Switzerland,2022-07-28,5936701
Johnson&Johnson,Switzerland,2022-07-29,61962
Moderna,Switzerland,2022-07-29,9874620
Novavax,Switzerland,2022-07-29,81
Pfizer/BioNTech,Switzerland,2022-07-29,5939963
Johnson&Johnson,Switzerland,2022-07-30,61966
Moderna,Switzerland,2022-07-30,9875228
Novavax,Switzerland,2022-07-30,86
Pfizer/BioNTech,Switzerland,2022-07-30,5940474
Moderna,Switzerland,2022-07-31,9875248
Pfizer/BioNTech,Switzerland,2022-07-31,5940475
Moderna,Switzerland,2022-08-01,9875264
Pfizer/BioNTech,Switzerland,2022-08-01,5940566
Johnson&Johnson,Switzerland,2022-08-02,61985
Moderna,Switzerland,2022-08-02,9876784
Novavax,Switzerland,2022-08-02,92
Pfizer/BioNTech,Switzerland,2022-08-02,5942316
Johnson&Johnson,Switzerland,2022-08-03,62010
Moderna,Switzerland,2022-08-03,9880172
Novavax,Switzerland,2022-08-03,99
Pfizer/BioNTech,Switzerland,2022-08-03,5945763
Johnson&Johnson,Switzerland,2022-08-04,62032
Moderna,Switzerland,2022-08-04,9882665
Novavax,Switzerland,2022-08-04,114
Pfizer/BioNTech,Switzerland,2022-08-04,5948391
Johnson&Johnson,Switzerland,2022-08-05,62053
Moderna,Switzerland,2022-08-05,9884813
Novavax,Switzerland,2022-08-05,127
Pfizer/BioNTech,Switzerland,2022-08-05,5950378
Johnson&Johnson,Switzerland,2022-08-06,62056
Moderna,Switzerland,2022-08-06,9885226
Pfizer/BioNTech,Switzerland,2022-08-06,5950814
Moderna,Switzerland,2022-08-07,9885250
Pfizer/BioNTech,Switzerland,2022-08-07,5950846
Johnson&Johnson,Switzerland,2022-08-08,62083
Moderna,Switzerland,2022-08-08,9886760
Novavax,Switzerland,2022-08-08,133
Pfizer/BioNTech,Switzerland,2022-08-08,5952299
Johnson&Johnson,Switzerland,2022-08-09,62103
Moderna,Switzerland,2022-08-09,9888915
Novavax,Switzerland,2022-08-09,141
Pfizer/BioNTech,Switzerland,2022-08-09,5953907
Johnson&Johnson,Switzerland,2022-08-10,62151
Moderna,Switzerland,2022-08-10,9892020
Novavax,Switzerland,2022-08-10,165
Pfizer/BioNTech,Switzerland,2022-08-10,5956996
Johnson&Johnson,Switzerland,2022-08-11,62162
Moderna,Switzerland,2022-08-11,9894182
Novavax,Switzerland,2022-08-11,168
Pfizer/BioNTech,Switzerland,2022-08-11,5958609
Johnson&Johnson,Switzerland,2022-08-12,62182
Moderna,Switzerland,2022-08-12,9896826
Novavax,Switzerland,2022-08-12,183
Pfizer/BioNTech,Switzerland,2022-08-12,5960797
Johnson&Johnson,Switzerland,2022-08-13,62184
Moderna,Switzerland,2022-08-13,9897013
Pfizer/BioNTech,Switzerland,2022-08-13,5960953
Moderna,Switzerland,2022-08-14,9897019
Pfizer/BioNTech,Switzerland,2022-08-14,5960955
Johnson&Johnson,Switzerland,2022-08-15,62201
Moderna,Switzerland,2022-08-15,9898051
Novavax,Switzerland,2022-08-15,188
Pfizer/BioNTech,Switzerland,2022-08-15,5962117
Johnson&Johnson,Switzerland,2022-08-16,62214
Moderna,Switzerland,2022-08-16,9899756
Novavax,Switzerland,2022-08-16,192
Pfizer/BioNTech,Switzerland,2022-08-16,5963657
Johnson&Johnson,Switzerland,2022-08-17,62243
Moderna,Switzerland,2022-08-17,9902617
Novavax,Switzerland,2022-08-17,210
Pfizer/BioNTech,Switzerland,2022-08-17,5966213
Johnson&Johnson,Switzerland,2022-08-18,62254
Moderna,Switzerland,2022-08-18,9904974
Novavax,Switzerland,2022-08-18,219
Pfizer/BioNTech,Switzerland,2022-08-18,5968302
Johnson&Johnson,Switzerland,2022-08-19,62284
Moderna,Switzerland,2022-08-19,9907097
Novavax,Switzerland,2022-08-19,247
Pfizer/BioNTech,Switzerland,2022-08-19,5970152
Johnson&Johnson,Switzerland,2022-08-20,62291
Moderna,Switzerland,2022-08-20,9907519
Novavax,Switzerland,2022-08-20,251
Pfizer/BioNTech,Switzerland,2022-08-20,5970547
Moderna,Switzerland,2022-08-21,9907523
Johnson&Johnson,Switzerland,2022-08-22,62303
Moderna,Switzerland,2022-08-22,9908847
Novavax,Switzerland,2022-08-22,258
Pfizer/BioNTech,Switzerland,2022-08-22,5971872
Johnson&Johnson,Switzerland,2022-08-23,62317
Moderna,Switzerland,2022-08-23,9910246
Novavax,Switzerland,2022-08-23,264
Pfizer/BioNTech,Switzerland,2022-08-23,5973315
Johnson&Johnson,Switzerland,2022-08-24,62349
Moderna,Switzerland,2022-08-24,9912368
Novavax,Switzerland,2022-08-24,278
Pfizer/BioNTech,Switzerland,2022-08-24,5975614
Johnson&Johnson,Switzerland,2022-08-25,62356
Moderna,Switzerland,2022-08-25,9914259
Novavax,Switzerland,2022-08-25,289
Pfizer/BioNTech,Switzerland,2022-08-25,5977128
Johnson&Johnson,Switzerland,2022-08-26,62368
Moderna,Switzerland,2022-08-26,9916007
Novavax,Switzerland,2022-08-26,302
Pfizer/BioNTech,Switzerland,2022-08-26,5978536
Johnson&Johnson,Switzerland,2022-08-27,62373
Moderna,Switzerland,2022-08-27,9916255
Novavax,Switzerland,2022-08-27,304
Pfizer/BioNTech,Switzerland,2022-08-27,5978853
Moderna,Switzerland,2022-08-28,9916256
Pfizer/BioNTech,Switzerland,2022-08-28,5978861
Johnson&Johnson,Switzerland,2022-08-29,62391
Moderna,Switzerland,2022-08-29,9917279
Novavax,Switzerland,2022-08-29,309
Pfizer/BioNTech,Switzerland,2022-08-29,5979872
Johnson&Johnson,Switzerland,2022-08-30,62406
Moderna,Switzerland,2022-08-30,9918280
Novavax,Switzerland,2022-08-30,313
Pfizer/BioNTech,Switzerland,2022-08-30,5980917
Johnson&Johnson,Switzerland,2022-08-31,62449
Moderna,Switzerland,2022-08-31,9920177
Novavax,Switzerland,2022-08-31,327
Pfizer/BioNTech,Switzerland,2022-08-31,5983084
Johnson&Johnson,Switzerland,2022-09-01,62461
Moderna,Switzerland,2022-09-01,9921385
Novavax,Switzerland,2022-09-01,344
Pfizer/BioNTech,Switzerland,2022-09-01,5984180
Johnson&Johnson,Switzerland,2022-09-02,62479
Moderna,Switzerland,2022-09-02,9922808
Novavax,Switzerland,2022-09-02,354
Pfizer/BioNTech,Switzerland,2022-09-02,5985540
Johnson&Johnson,Switzerland,2022-09-03,62486
Moderna,Switzerland,2022-09-03,9922992
Pfizer/BioNTech,Switzerland,2022-09-03,5985722
Johnson&Johnson,Switzerland,2022-09-05,62496
Moderna,Switzerland,2022-09-05,9924130
Novavax,Switzerland,2022-09-05,359
Pfizer/BioNTech,Switzerland,2022-09-05,5986635
Johnson&Johnson,Switzerland,2022-09-06,62502
Moderna,Switzerland,2022-09-06,9924862
Novavax,Switzerland,2022-09-06,365
Pfizer/BioNTech,Switzerland,2022-09-06,5987578
Johnson&Johnson,Switzerland,2022-09-07,62533
Moderna,Switzerland,2022-09-07,9926524
Novavax,Switzerland,2022-09-07,402
Pfizer/BioNTech,Switzerland,2022-09-07,5989087
Johnson&Johnson,Switzerland,2022-09-08,62545
Moderna,Switzerland,2022-09-08,9927529
Novavax,Switzerland,2022-09-08,408
Pfizer/BioNTech,Switzerland,2022-09-08,5989888
Johnson&Johnson,Switzerland,2022-09-09,62566
Moderna,Switzerland,2022-09-09,9928894
Novavax,Switzerland,2022-09-09,432
Pfizer/BioNTech,Switzerland,2022-09-09,5991040
Johnson&Johnson,Switzerland,2022-09-10,62571
Moderna,Switzerland,2022-09-10,9929058
Novavax,Switzerland,2022-09-10,433
Pfizer/BioNTech,Switzerland,2022-09-10,5991303
Moderna,Switzerland,2022-09-11,9929059
Johnson&Johnson,Switzerland,2022-09-12,62589
Moderna,Switzerland,2022-09-12,9929877
Novavax,Switzerland,2022-09-12,437
Pfizer/BioNTech,Switzerland,2022-09-12,5992075
Johnson&Johnson,Switzerland,2022-09-13,62598
Moderna,Switzerland,2022-09-13,9930658
Novavax,Switzerland,2022-09-13,448
Pfizer/BioNTech,Switzerland,2022-09-13,5992861
Johnson&Johnson,Switzerland,2022-09-14,62632
Moderna,Switzerland,2022-09-14,9931770
Novavax,Switzerland,2022-09-14,460
Pfizer/BioNTech,Switzerland,2022-09-14,5994220
Johnson&Johnson,Switzerland,2022-09-15,62642
Moderna,Switzerland,2022-09-15,9932639
Novavax,Switzerland,2022-09-15,475
Pfizer/BioNTech,Switzerland,2022-09-15,5994892
Johnson&Johnson,Switzerland,2022-09-16,62659
Moderna,Switzerland,2022-09-16,9933716
Novavax,Switzerland,2022-09-16,489
Pfizer/BioNTech,Switzerland,2022-09-16,5995808
Johnson&Johnson,Switzerland,2022-09-17,62660
Moderna,Switzerland,2022-09-17,9933875
Novavax,Switzerland,2022-09-17,490
Pfizer/BioNTech,Switzerland,2022-09-17,5995954
Pfizer/BioNTech,Switzerland,2022-09-18,5995955
Johnson&Johnson,Switzerland,2022-09-19,62678
Moderna,Switzerland,2022-09-19,9934490
Novavax,Switzerland,2022-09-19,491
Pfizer/BioNTech,Switzerland,2022-09-19,5996482
Johnson&Johnson,Switzerland,2022-09-20,62691
Moderna,Switzerland,2022-09-20,9935067
Novavax,Switzerland,2022-09-20,501
Pfizer/BioNTech,Switzerland,2022-09-20,5996926
Johnson&Johnson,Switzerland,2022-09-21,62718
Moderna,Switzerland,2022-09-21,9935908
Novavax,Switzerland,2022-09-21,514
Pfizer/BioNTech,Switzerland,2022-09-21,5997924
Johnson&Johnson,Switzerland,2022-09-22,62724
Moderna,Switzerland,2022-09-22,9936532
Novavax,Switzerland,2022-09-22,519
Pfizer/BioNTech,Switzerland,2022-09-22,5998444
Johnson&Johnson,Switzerland,2022-09-23,62742
Moderna,Switzerland,2022-09-23,9937422
Novavax,Switzerland,2022-09-23,523
Pfizer/BioNTech,Switzerland,2022-09-23,5999165
Johnson&Johnson,Switzerland,2022-09-24,62746
Moderna,Switzerland,2022-09-24,9937610
Novavax,Switzerland,2022-09-24,527
Pfizer/BioNTech,Switzerland,2022-09-24,5999454
Johnson&Johnson,Switzerland,2022-09-26,62751
Moderna,Switzerland,2022-09-26,9938088
Novavax,Switzerland,2022-09-26,530
Pfizer/BioNTech,Switzerland,2022-09-26,5999907
Johnson&Johnson,Switzerland,2022-09-27,62759
Moderna,Switzerland,2022-09-27,9938484
Novavax,Switzerland,2022-09-27,534
Pfizer/BioNTech,Switzerland,2022-09-27,6000274
Johnson&Johnson,Switzerland,2022-09-28,62781
Moderna,Switzerland,2022-09-28,9939294
Novavax,Switzerland,2022-09-28,555
Pfizer/BioNTech,Switzerland,2022-09-28,6001141
Johnson&Johnson,Switzerland,2022-09-29,62786
Moderna,Switzerland,2022-09-29,9939781
Novavax,Switzerland,2022-09-29,565
Pfizer/BioNTech,Switzerland,2022-09-29,6001626
Johnson&Johnson,Switzerland,2022-09-30,62801
Moderna,Switzerland,2022-09-30,9940361
Novavax,Switzerland,2022-09-30,572
Pfizer/BioNTech,Switzerland,2022-09-30,6002175
Moderna,Switzerland,2022-10-01,9940479
Pfizer/BioNTech,Switzerland,2022-10-01,6002310
Johnson&Johnson,Switzerland,2022-10-03,62805
Moderna,Switzerland,2022-10-03,9940916
Novavax,Switzerland,2022-10-03,575
Pfizer/BioNTech,Switzerland,2022-10-03,6002736
Johnson&Johnson,Switzerland,2022-10-04,62817
Moderna,Switzerland,2022-10-04,9941196
Novavax,Switzerland,2022-10-04,576
Pfizer/BioNTech,Switzerland,2022-10-04,6003072
Johnson&Johnson,Switzerland,2022-10-05,62834
Moderna,Switzerland,2022-10-05,9941848
Novavax,Switzerland,2022-10-05,602
Pfizer/BioNTech,Switzerland,2022-10-05,6003669
Johnson&Johnson,Switzerland,2022-10-06,62840
Moderna,Switzerland,2022-10-06,9942474
Novavax,Switzerland,2022-10-06,613
Pfizer/BioNTech,Switzerland,2022-10-06,6004051
Johnson&Johnson,Switzerland,2022-10-07,62859
Moderna,Switzerland,2022-10-07,9943601
Novavax,Switzerland,2022-10-07,629
Pfizer/BioNTech,Switzerland,2022-10-07,6004664
Johnson&Johnson,Switzerland,2022-10-08,62861
Moderna,Switzerland,2022-10-08,9943783
Novavax,Switzerland,2022-10-08,632
Pfizer/BioNTech,Switzerland,2022-10-08,6004793
Johnson&Johnson,Switzerland,2022-10-10,62866
Moderna,Switzerland,2022-10-10,9961782
Novavax,Switzerland,2022-10-10,674
Pfizer/BioNTech,Switzerland,2022-10-10,6005772
Johnson&Johnson,Switzerland,2022-10-11,62880
Moderna,Switzerland,2022-10-11,9981708
Novavax,Switzerland,2022-10-11,706
Pfizer/BioNTech,Switzerland,2022-10-11,6006531
Johnson&Johnson,Switzerland,2022-10-12,62905
Moderna,Switzerland,2022-10-12,10004644
Novavax,Switzerland,2022-10-12,773
Pfizer/BioNTech,Switzerland,2022-10-12,6007359
Johnson&Johnson,Switzerland,2022-10-13,62909
Moderna,Switzerland,2022-10-13,10025033
Novavax,Switzerland,2022-10-13,823
Pfizer/BioNTech,Switzerland,2022-10-13,6007970
Johnson&Johnson,Switzerland,2022-10-14,62917
Moderna,Switzerland,2022-10-14,10048438
Novavax,Switzerland,2022-10-14,948
Pfizer/BioNTech,Switzerland,2022-10-14,6008819
Johnson&Johnson,Switzerland,2022-10-15,62921
Moderna,Switzerland,2022-10-15,10058655
Novavax,Switzerland,2022-10-15,981
Pfizer/BioNTech,Switzerland,2022-10-15,6009179
Moderna,Switzerland,2022-10-16,10059070
Novavax,Switzerland,2022-10-16,984
Pfizer/BioNTech,Switzerland,2022-10-16,6009214
Johnson&Johnson,Switzerland,2022-10-17,62924
Moderna,Switzerland,2022-10-17,10078665
Novavax,Switzerland,2022-10-17,1071
Pfizer/BioNTech,Switzerland,2022-10-17,6009808
Johnson&Johnson,Switzerland,2022-10-18,62940
Moderna,Switzerland,2022-10-18,10101514
Novavax,Switzerland,2022-10-18,1128
Pfizer/BioNTech,Switzerland,2022-10-18,6010372
Johnson&Johnson,Switzerland,2022-10-19,62946
Moderna,Switzerland,2022-10-19,10125842
Novavax,Switzerland,2022-10-19,1212
Pfizer/BioNTech,Switzerland,2022-10-19,6011116
Johnson&Johnson,Switzerland,2022-10-20,62949
Moderna,Switzerland,2022-10-20,10146922
Novavax,Switzerland,2022-10-20,1270
Pfizer/BioNTech,Switzerland,2022-10-20,6011609
Johnson&Johnson,Switzerland,2022-10-21,62960
Moderna,Switzerland,2022-10-21,10171308
Novavax,Switzerland,2022-10-21,1385
Pfizer/BioNTech,Switzerland,2022-10-21,6012328
Johnson&Johnson,Switzerland,2022-10-22,62962
Moderna,Switzerland,2022-10-22,10180833
Novavax,Switzerland,2022-10-22,1403
Pfizer/BioNTech,Switzerland,2022-10-22,6012735
Moderna,Switzerland,2022-10-23,10181201
Pfizer/BioNTech,Switzerland,2022-10-23,6012737
Johnson&Johnson,Switzerland,2022-10-24,62969
Moderna,Switzerland,2022-10-24,10200592
Novavax,Switzerland,2022-10-24,1487
Pfizer/BioNTech,Switzerland,2022-10-24,6014723
Johnson&Johnson,Switzerland,2022-10-25,62978
Moderna,Switzerland,2022-10-25,10219431
Novavax,Switzerland,2022-10-25,1541
Pfizer/BioNTech,Switzerland,2022-10-25,6019010
Johnson&Johnson,Switzerland,2022-10-26,62993
Moderna,Switzerland,2022-10-26,10240218
Novavax,Switzerland,2022-10-26,1597
Pfizer/BioNTech,Switzerland,2022-10-26,6023685
Johnson&Johnson,Switzerland,2022-10-27,62998
Moderna,Switzerland,2022-10-27,10257582
Novavax,Switzerland,2022-10-27,1636
Pfizer/BioNTech,Switzerland,2022-10-27,6028700
Johnson&Johnson,Switzerland,2022-10-28,63005
Moderna,Switzerland,2022-10-28,10277566
Novavax,Switzerland,2022-10-28,1701
Pfizer/BioNTech,Switzerland,2022-10-28,6034801
Johnson&Johnson,Switzerland,2022-10-29,63013
Moderna,Switzerland,2022-10-29,10282559
Novavax,Switzerland,2022-10-29,1709
Pfizer/BioNTech,Switzerland,2022-10-29,6038071
Moderna,Switzerland,2022-10-30,10282673
Pfizer/BioNTech,Switzerland,2022-10-30,6038148
Johnson&Johnson,Switzerland,2022-10-31,63017
Moderna,Switzerland,2022-10-31,10296116
Novavax,Switzerland,2022-10-31,1737
Pfizer/BioNTech,Switzerland,2022-10-31,6043099
Johnson&Johnson,Switzerland,2022-11-01,63021
